date,rank_ic,n
2024-08-29,0.15063379415281022,80
2024-08-30,0.015447726207219879,80
2024-09-02,0.15656352555086733,80
2024-09-03,0.08168121004131143,80
2024-09-04,-0.10093823803641469,80
2024-09-05,0.005133614627285513,80
2024-09-06,0.3202062822315987,80
2024-09-09,0.06836655161012621,80
2024-09-10,0.22067769197122858,80
2024-09-11,0.2935788418876121,80
2024-09-12,0.39192681626795994,80
2024-09-13,0.26476793248945146,80
2024-09-18,0.33611308083723457,80
2024-09-19,0.1795635153684952,80
2024-09-20,0.207888029214384,80
2024-09-27,-0.1972614087316905,80
2024-09-30,-0.023381738478029195,80
2024-10-08,0.3882678921648798,80
2024-10-09,0.24335095553883923,80
2024-10-10,-0.028537261773162532,80
2024-10-11,0.05121457530836719,80
2024-10-14,0.20823415847840868,80
2024-10-15,0.2459388107149513,80
2024-10-16,0.17718475938391148,80
2024-10-17,0.046499384821152824,80
2024-10-18,0.184549799512726,80
2024-10-21,0.34172773242304727,79
2024-10-22,0.45071518757677564,79
2024-10-23,0.43437809369650177,79
2024-10-24,0.4135151674054131,79
2024-10-25,0.482540029333579,78
2024-10-28,0.4418309139902758,78
2024-10-29,0.3162972366727649,79
2024-10-30,0.313923767944683,79
2024-10-31,0.564136134893535,80
2024-11-01,0.4203721490492076,80
2024-11-04,0.25059932925320605,80
2024-11-05,0.09831361603454966,79
2024-11-06,0.16571193043095195,80
2024-11-07,0.014063443393718471,80
2024-11-08,0.07354438053062681,80
2024-11-11,0.07884924698499375,80
2024-11-12,0.17462934030914606,80
2024-11-13,0.08717631326240884,80
2024-11-14,0.23166730508675998,80
2024-11-15,0.201223285184676,80
2024-11-18,0.04475232883977165,80
2024-11-19,0.15271435711539869,80
2024-11-20,0.30108184877364325,80
2024-11-21,0.043988260547611464,79
2024-11-22,0.2631777186059411,80
2024-11-25,0.44834052383696726,80
2024-11-26,0.431313076159768,80
2024-11-27,0.3717379681200166,80
2024-11-28,0.45645727122595114,80
2024-11-29,0.27695661950155065,80
2024-12-02,-0.19546663615027932,80
2024-12-03,-0.06155878217111281,79
2024-12-04,0.029750826928993192,80
2024-12-05,0.10109400183920268,80
2024-12-06,0.209421144654598,80
2024-12-09,0.27835607721354017,80
2024-12-10,0.2629085964718108,80
2024-12-11,0.2035523733497696,80
2024-12-12,0.12936902100897574,80
2024-12-13,0.19817035167431135,80
2024-12-16,-0.03582909258966821,80
2024-12-17,0.04521184661983526,80
2024-12-18,0.10486334827441506,80
2024-12-19,-0.10692341695632399,80
2024-12-20,0.06270039925309993,80
2024-12-23,-0.00461850097169145,80
2024-12-24,0.14838719874511758,80
2024-12-25,0.42984848648083396,80
2024-12-26,0.3206522022051926,80
2024-12-27,0.17105338131489614,80
2024-12-30,0.1605532277185891,80
2024-12-31,0.16179469752915848,80
2025-01-02,0.46237402957532564,80
2025-01-03,0.32581826720114904,80
2025-01-06,0.2468543969178862,80
2025-01-07,0.2615695211796582,80
2025-01-08,0.0036864680471741275,80
2025-01-09,0.15644130511992346,80
2025-01-10,-0.08814723227208972,80
2025-01-13,-0.03468637069976517,80
2025-01-14,-0.14617909048288796,80
2025-01-15,-0.06401781528363806,80
2025-01-16,-0.009493782159374079,80
2025-01-17,0.1627881082312777,80
2025-01-20,0.4281527220346546,80
2025-01-21,0.29224638156032035,80
2025-01-22,0.07123763456603761,80
2025-01-23,0.1433530767157795,80
2025-01-24,0.16960480235947256,80
2025-01-27,-0.07429201364557228,80
2025-02-05,0.18981812650361876,80
2025-02-06,-0.03510058944727781,80
2025-02-07,-0.18431264033423583,80
2025-02-10,-0.012040850309980589,80
2025-02-11,-0.03450074806637179,80
2025-02-12,0.04484889166514956,79
2025-02-13,0.2173341978192052,80
2025-02-14,0.37469595154159335,80
2025-02-17,0.2966995084167878,80
2025-02-18,0.25701547202109565,80
2025-02-19,-0.026826528525452063,80
2025-02-20,0.03638307586043831,80
2025-02-21,0.24990774743487884,80
2025-02-24,0.2729756422326878,80
2025-02-25,0.44643380375945496,80
2025-02-26,0.16940806410093534,80
2025-02-27,0.4233553875616913,80
2025-02-28,0.19601123328754852,80
2025-03-03,0.4454618910657109,80
2025-03-04,0.1363822881009287,80
2025-03-05,0.34632896213536135,80
2025-03-06,0.2973058461883169,80
2025-03-07,0.38215659312597655,80
2025-03-10,0.4642103345967156,80
2025-03-11,0.3855771567485969,80
2025-03-12,0.18698112156401905,80
2025-03-13,0.09694698554687026,80
2025-03-14,-0.146654687815631,80
2025-03-17,-0.21311336084437404,80
2025-03-18,0.1117077191946997,80
2025-03-19,0.20394456735821315,80
2025-03-20,0.28801081161325864,80
2025-03-21,0.08308275080664117,80
2025-03-24,0.1443709865645566,80
2025-03-25,-0.07438201656196756,80
2025-03-26,0.012046217799407897,80
2025-03-27,0.19218663397896674,80
2025-03-28,-0.22281785694851797,80
2025-03-31,0.1613324588476335,80
2025-04-01,0.07533181662653057,80
2025-04-02,0.2521207188859438,80
2025-04-03,0.036465508772365735,80
2025-04-07,-0.0874526493199336,80
2025-04-08,0.4527239718837513,80
2025-04-09,-0.05496970440151891,80
2025-04-10,0.2913041188741043,80
2025-04-11,0.30630953134536665,80
2025-04-14,0.3773764302060587,80
2025-04-15,0.19216973523186323,80
2025-04-16,0.30128058797257934,80
2025-04-17,0.20501667910340202,80
2025-04-18,0.21481655287660886,80
2025-04-21,0.08445833139875734,80
2025-04-22,0.24914970579496393,80
2025-04-23,-0.014841387402239059,80
2025-04-24,0.25133463351185165,80
2025-04-25,0.29499219167257773,80
2025-04-28,0.12269681298865726,80
2025-04-29,0.30078402407710364,77
2025-04-30,-0.11658994879686989,77
2025-05-06,0.10000788709190034,77
2025-05-07,0.0016827492060330672,77
2025-05-08,0.31737413489556626,77
2025-05-09,0.3303177164773393,77
2025-05-12,0.3246974454360539,77
2025-05-13,0.4027917092984584,77
2025-05-14,0.33344517825245623,77
2025-05-15,0.25924927879813103,77
2025-05-16,0.22686485345801383,77
2025-05-19,0.275739232741856,77
2025-05-20,0.20708332416744432,77
2025-05-21,0.2677355276028103,77
2025-05-22,0.30494570768080487,77
2025-05-23,0.12908229325094275,77
2025-05-26,0.09577327786419235,77
2025-05-27,0.27169355003410933,77
2025-05-28,0.46233930136649826,77
2025-05-29,0.1464363646429771,77
2025-05-30,-0.03620540088605521,77
2025-06-03,0.14301863979493634,77
2025-06-04,0.23411415209079192,77
2025-06-05,0.15286724818556643,77
2025-06-06,0.2656071307547503,77
2025-06-09,0.2549359834727018,77
2025-06-10,0.16704787449577674,77
2025-06-11,0.04346997390843867,77
2025-06-12,-0.00678804673668325,77
2025-06-13,0.14694709169853176,77
2025-06-16,0.04498251703844413,77
2025-06-17,0.25182877536675774,77
2025-06-18,0.05603028996963228,77
2025-06-19,0.04703809889989308,77
2025-06-20,0.0576837610771739,77
2025-06-23,-0.07279613369500598,77
2025-06-24,0.2768648303051281,77
2025-06-25,0.4632897582107411,77
2025-06-26,0.29095354533282364,77
2025-06-27,0.1520321783479678,77
2025-06-30,0.2703612177296388,77
2025-07-01,0.40378043009621956,77
2025-07-02,0.2402876090251765,77
2025-07-03,0.3355065986644934,77
2025-07-04,0.4101424890898575,77
2025-07-07,0.3546345406942143,77
2025-07-08,0.22304158369470434,77
2025-07-09,0.10379776809896106,77
2025-07-10,0.06329238716937774,77
2025-07-11,-0.03788316946211683,77
2025-07-14,0.15217877096286808,77
2025-07-15,0.35962352458730407,77
2025-07-16,0.45251099237919595,77
2025-07-17,0.3384631656082092,77
2025-07-18,0.3190314694690354,77
2025-07-21,0.16010726403514014,77
2025-07-22,0.12004574699591089,77
2025-07-23,0.18109735319549697,77
2025-07-24,-0.13154452538050618,77
2025-07-25,0.03683183153657246,77
2025-07-28,0.02518534097481466,77
2025-07-29,0.10739260739260739,77
2025-07-30,0.3021229050540347,77
2025-07-31,0.21447537931012695,77
2025-08-01,0.1884838088518603,77
2025-08-04,0.20418411152881905,77
2025-08-05,0.04608549345391451,77
2025-08-06,0.1855512908144487,77
2025-08-07,-0.00586259702545015,77
2025-08-08,-0.08452296451116183,77
2025-08-11,-0.15798197954339818,77
2025-08-12,0.03083256553165238,77
2025-08-13,-0.11463400769259231,77
2025-08-14,0.014375119678695545,77
2025-08-15,-0.1767634741543339,77
2025-08-18,0.06212658011124612,77
2025-08-19,0.222712962785206,77
2025-08-20,0.1386164658469739,77
2025-08-21,0.18510923580811522,77
2025-08-22,0.1065916450196571,77
2025-08-25,0.28244666228144344,77
2025-08-26,0.22759183011597234,77
2025-08-27,0.05994163579640714,77
2025-08-28,0.010016628660591007,77
2025-08-29,0.1993339765406717,77
2025-09-01,0.07687250678847633,77
2025-09-02,0.28092274430517905,77
2025-09-03,0.23776848865908165,77
2025-09-04,0.37167024864260756,77
2025-09-05,0.3783083910144738,77
2025-09-08,0.29436353120563646,77
2025-09-09,0.3409639108590839,77
2025-09-10,0.08227066040121042,77
2025-09-11,0.062412913763451996,77
2025-09-12,0.17965977070037417,77
2025-09-15,0.03515137182074745,77
2025-09-16,0.04113493598821991,76
2025-09-17,-0.06714061127177373,76
2025-09-18,0.11305507451153707,76
2025-09-19,-0.08066721431700516,76
2025-09-22,0.040724816985346336,76
2025-09-23,0.19435827330564173,77
