code,statDate,pubDate,quality_score,predicted_future_quality_score,predicted_quality_trend,score,trend_score,rank,rating
sz000059,2025-03-31,2025-05-15,30.102282387443132,36.86614710048037,6.763864713037234,82.99031476997578,82.99031476997578,282,强
sz000923,2025-03-31,2025-05-15,40.32786941808427,47.05248020200615,6.724610783921884,82.92978208232445,82.92978208232445,283,强
sz300751,2025-03-31,2025-05-15,33.53598692833228,40.24438293843727,6.70839601010499,82.86924939467313,82.86924939467313,284,强
sz300188,2025-03-31,2025-05-15,32.08252312594798,38.754480471649536,6.671957345701554,82.80871670702179,82.80871670702179,285,强
sz301316,2025-03-31,2025-05-15,33.39190283504949,40.02706668624502,6.635163851195527,82.74818401937047,82.74818401937047,286,强
sz000403,2025-03-31,2025-05-15,41.02441314560122,47.64828224959466,6.623869103993438,82.68765133171912,82.68765133171912,287,强
sh600787,2025-03-31,2025-05-15,25.994457252907978,32.579504346464255,6.585047093556274,82.62711864406779,82.62711864406779,288,强
sh601952,2025-03-31,2025-05-15,31.34121862048947,37.90937579130663,6.568157170817156,82.56658595641646,82.56658595641646,289,强
sh688220,2025-03-31,2025-05-15,36.72400798343507,43.268183153638915,6.544175170203843,82.50605326876513,82.50605326876513,290,强
sh603806,2025-03-31,2025-05-15,35.91422235863609,42.45563885180038,6.541416493164289,82.44552058111381,82.44552058111381,291,强
sh688110,2025-03-31,2025-05-15,35.66731244246542,42.167164875711634,6.499852433246212,82.38498789346247,82.38498789346247,292,强
sh688516,2025-03-31,2025-05-15,32.58312164622962,39.01733339914938,6.434211752919759,82.32445520581115,82.32445520581115,293,强
sz000155,2025-03-31,2025-05-15,42.18812274497549,48.54517178288339,6.357049037907906,82.2639225181598,82.2639225181598,294,强
sh600475,2025-03-31,2025-05-15,32.317491756903905,38.67263425425827,6.355142497354363,82.20338983050848,82.20338983050848,295,强
sh603599,2025-03-31,2025-05-15,39.46047645419641,45.75696475258133,6.296488298384923,82.14285714285714,82.14285714285714,296,强
sz000550,2025-03-31,2025-05-15,30.204116752018805,36.47543717369189,6.271320421673078,82.08232445520581,82.08232445520581,297,强
sz002101,2025-03-31,2025-05-15,32.44292810150026,38.60166322909298,6.158735127592724,82.02179176755448,82.02179176755448,298,强
sz000503,2025-03-31,2025-05-15,27.655311027380662,33.65969610615358,6.0043850787729225,81.96125907990314,81.96125907990314,299,强
sh600562,2025-03-31,2025-05-15,35.23925401256522,41.15949113442144,5.920237121856218,81.90072639225183,81.90072639225183,300,强
sz000801,2025-03-31,2025-05-15,25.62609712955691,31.528940073539832,5.902842943982922,81.84019370460048,81.84019370460048,301,强
sh688549,2024-12-31,2025-04-30,35.39305915297114,41.2654315775552,5.8723724245840545,81.77966101694916,81.77966101694916,302,强
sh603556,2025-03-31,2025-05-15,42.876537206339314,48.741563473050704,5.865026266711386,81.71912832929782,81.71912832929782,303,强
sz300337,2025-03-31,2025-05-15,28.977215914978185,34.8136187626239,5.836402847645715,81.65859564164649,81.65859564164649,304,强
sz002065,2025-03-31,2025-05-15,26.803956636185237,32.62397691215489,5.820020275969648,81.59806295399515,81.59806295399515,305,强
sh601390,2025-03-31,2025-05-15,24.914778335426437,30.728101180621675,5.813322845195238,81.53753026634382,81.53753026634382,306,强
sh601633,2025-03-31,2025-05-15,28.287083148897235,34.011888535271865,5.724805386374627,81.47699757869249,81.47699757869249,307,强
sz002727,2025-03-31,2025-05-15,39.52424631983166,45.20820154554127,5.683955225709607,81.41646489104116,81.41646489104116,308,强
sz000065,2025-03-31,2025-05-15,30.004388370961593,35.658052500175685,5.653664129214093,81.35593220338984,81.35593220338984,309,强
sh601872,2025-03-31,2025-05-15,40.27740992208796,45.87330078033751,5.595890858249546,81.2953995157385,81.2953995157385,310,强
sh688097,2025-03-31,2025-05-15,31.505591512032353,37.07184068492056,5.566249172888202,81.23486682808718,81.23486682808718,311,强
sz000785,2025-03-31,2025-05-15,34.91334528616608,40.4568910054273,5.543545719261222,81.17433414043583,81.17433414043583,312,强
