code,quality_value_assets_debt_ratio,quality_value_basic_eps,quality_value_calc_per_net_assets,quality_value_calculate_operating_income_total_yoy_growth_ratio,quality_value_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_value_deduct_net_profit_yoy_growth_ratio,quality_value_equity_ratio,quality_value_index_deduct_holder_net_profit,quality_value_index_full_diluted_roe,quality_value_index_per_operating_cash_flow_net,quality_value_index_weighted_avg_roe,quality_value_operating_income_total,quality_value_parent_holder_net_profit,quality_value_per_capital_reserve,quality_value_per_undistributed_profits,quality_value_sale_net_interest_ratio,quality_single_basic_eps,quality_single_calculate_operating_income_total_yoy_growth_ratio,quality_single_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_single_deduct_net_profit_yoy_growth_ratio,quality_single_index_deduct_holder_net_profit,quality_single_index_full_diluted_roe,quality_single_index_per_operating_cash_flow_net,quality_single_index_weighted_avg_roe,quality_single_operating_income_total,quality_single_parent_holder_net_profit,quality_single_sale_net_interest_ratio,quality_yoy_assets_debt_ratio,quality_yoy_basic_eps,quality_yoy_calc_per_net_assets,quality_yoy_calculate_operating_income_total_yoy_growth_ratio,quality_yoy_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_yoy_deduct_net_profit_yoy_growth_ratio,quality_yoy_equity_ratio,quality_yoy_index_deduct_holder_net_profit,quality_yoy_index_full_diluted_roe,quality_yoy_index_per_operating_cash_flow_net,quality_yoy_index_weighted_avg_roe,quality_yoy_operating_income_total,quality_yoy_parent_holder_net_profit,quality_yoy_per_capital_reserve,quality_yoy_per_undistributed_profits,quality_yoy_sale_net_interest_ratio,quality_mom_basic_eps,quality_mom_calculate_operating_income_total_yoy_growth_ratio,quality_mom_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_mom_deduct_net_profit_yoy_growth_ratio,quality_mom_index_deduct_holder_net_profit,quality_mom_index_full_diluted_roe,quality_mom_index_per_operating_cash_flow_net,quality_mom_index_weighted_avg_roe,quality_mom_operating_income_total,quality_mom_parent_holder_net_profit,quality_mom_sale_net_interest_ratio,quality_single_yoy_basic_eps,quality_single_yoy_calculate_operating_income_total_yoy_growth_ratio,quality_single_yoy_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_single_yoy_deduct_net_profit_yoy_growth_ratio,quality_single_yoy_index_deduct_holder_net_profit,quality_single_yoy_index_full_diluted_roe,quality_single_yoy_index_per_operating_cash_flow_net,quality_single_yoy_index_weighted_avg_roe,quality_single_yoy_operating_income_total,quality_single_yoy_parent_holder_net_profit,quality_single_yoy_sale_net_interest_ratio,statDate,pubDate,quality_value_business_cycle,quality_value_conservative_quick_ratio,quality_value_current_ratio,quality_value_inventory_turnover_days,quality_value_inventory_turnover_ratio,quality_value_quick_ratio,quality_value_receive_accounts_turnover_days,quality_value_sale_gross_margin,quality_single_sale_gross_margin,quality_yoy_business_cycle,quality_yoy_conservative_quick_ratio,quality_yoy_current_ratio,quality_yoy_inventory_turnover_days,quality_yoy_inventory_turnover_ratio,quality_yoy_quick_ratio,quality_yoy_receive_accounts_turnover_days,quality_yoy_sale_gross_margin,quality_mom_sale_gross_margin,quality_single_yoy_sale_gross_margin
sz300750,45.8728,1.1731,14.7157,59.853678,-7.469731,,0.9059,1985086657.45,7.3635,2.5528,8.61,19135923760.37,2378500010.06,9.7186,4.0337,13.8077,0.6686,72.233799,93.251195,,1287843044.19,4.65,2.0656,4.98,9776343092.25,1467545722.06,16.0831,,-0.11796992,,,,,,,,,,0.59853678,-0.07469731,,,-0.41619946,1.91837625,3.32913524,2.28266819,,2.00775761,1.61456283,-0.04352658,1.52791878,0.73095749,1.94920558,0.51235131,,,,,,,,,0.72233799,0.93251195,0.06602373,2018-09-30,2018-11-14,207.6531,1.725,2.0698,89.3566,3.0216,1.7441,118.2965,31.2786,31.2738,,,,,,,,-0.12377265,0.0317232,-0.07212072
sz300750,52.3573,1.6412,15.0059,48.07957,-12.659241,31.6809,1.1744,3128314783.38,10.283,5.1554,11.75,29611265434.22,3387035207.64,9.737,4.3348,12.6165,0.4595,30.518224,-22.862112,,1143228125.93,3.0918,2.6026,3.14,10475341673.85,1008535197.58,10.4403,0.12118694,-0.18283211,0.1881156,0.39779715,-1.35182455,3.14905235,0.25082543,0.31680937,-0.34500264,3.29616667,-0.38125329,0.4807957,-0.12659241,0.23987674,0.30291554,-0.39845806,-0.31274305,-0.5775077,-1.24516696,,-0.11229235,-0.33509677,0.25997289,-0.36947791,0.07149898,-0.31277426,-0.35085276,-0.31284582,,,,,-0.41587002,,,0.30518224,-0.22862112,-0.38512324,2018-12-31,2019-04-30,174.8044,1.4277,1.7343,94.9092,3.7931,1.4442,79.8952,32.7881,35.5457,-0.1064394,-0.03981438,-0.06076361,0.40607889,-0.28880264,-0.02923977,-0.37644036,-0.09647525,0.13659677,-0.04375839
sz300750,56.0068,0.4821,15.5928,168.933742,153.354403,240.3199,1.3762,915698001.82,3.0597,2.2673,3.12,9981855666.38,1047233226.95,9.7732,4.8119,11.1885,0.4771,168.933742,153.354403,240.3199,915698001.82,3.1184,2.2673,3.12,9981855666.38,1047233226.95,11.1885,0.28510787,1.29571429,0.21279624,0.08846701,-0.95782952,-0.21989331,0.65987215,2.40319873,0.86079183,2.35571634,0.87951807,1.68933742,1.53354403,0.24287204,0.35990843,-0.1150439,0.0383025,4.5355037,7.70779686,,-0.19902425,0.0086034,-0.12883271,-0.00636943,-0.0471093,0.03837053,0.07166461,1.25685904,0.08846701,-0.95782952,-0.21989331,2.40319873,0.88002653,2.35571634,0.87951807,1.68933742,1.53354403,-0.1150439,2019-03-31,2019-05-15,157.1766,1.2995,1.568,93.3513,0.9641,1.3164,63.8253,28.7093,28.7093,-0.47795198,-0.19595347,-0.23616524,-0.3125197,0.4545866,-0.18549684,-0.61385704,-0.12369589,-0.19232706,-0.12369589
sz300750,57.6522,0.9674,15.7568,116.503761,130.794802,160.8189,1.4987,1818543358.15,6.0804,3.3158,6.15,20263844170.44,2102435142.7,9.5542,5.152,11.5797,0.4809,82.048491,112.055225,110.8595,902845356.33,3.0673,1.0485,3.03,10281988504.06,1055201915.75,11.9595,0.41313071,1.07641125,0.1107054,1.39276691,3.63158338,3.40016252,1.04182561,1.60818934,1.05710806,5.80582923,0.69421488,1.16503761,1.30794802,0.01148671,0.50925709,0.01300849,0.00796479,-0.51431555,-0.26930546,-0.53870029,-0.0140359,-0.01638661,-0.53755568,-0.02884615,0.03006784,0.00760928,0.06891004,1.09908337,3.91735197,2.54131723,4.35004941,1.10859545,0.72465561,-0.51449342,0.53807107,0.82048491,1.12055225,0.12459448,2019-06-30,2019-09-13,169.6849,1.2132,1.512,105.6462,1.7038,1.2306,64.0387,29.7926,30.8442,-0.36018761,-0.33863934,-0.35623962,-0.09449478,0.10435572,-0.32966554,-0.56887735,-0.04766076,0.07436266,0.01755069
sz300750,57.9598,1.6002,16.7288,71.696475,45.650841,49.3409,1.511,2964546574.54,9.3772,4.6753,9.87,32855706536.08,3464305267.56,9.7455,5.7361,11.4446,0.6167,28.799309,-7.200838,-11.0138,1146003216.39,3.8083,1.3595,3.72,12591862365.64,1361870124.86,11.2273,0.26348948,0.36407808,0.13679947,0.19786248,7.11144377,,0.66795452,0.49340915,0.2734705,0.83143999,0.14634146,0.71696475,0.45650841,0.00276789,0.42204428,-0.17114364,0.28238719,-0.64899648,-1.06426151,-1.09934918,0.26932393,0.24158054,0.29661421,0.22772277,0.22465245,0.29062514,-0.0612233,-0.07762489,-0.60130425,-1.07721979,,-0.11013751,-0.18101075,-0.34183772,-0.25301205,0.28799309,-0.07200838,-0.30191941,2019-09-30,2019-11-14,164.3982,1.2235,1.5659,98.9627,2.7283,1.2574,65.4355,29.0796,27.9322,-0.20830366,-0.29072464,-0.24345347,0.10750297,-0.09706778,-0.2790551,-0.44685177,-0.07030366,-0.09440997,-0.10684982
sz300750,58.3749,2.0937,17.2682,54.630408,34.640095,25.1543,1.5514,3915220693.53,11.9583,6.1003,12.78,45788020642.41,4560307432.71,9.7946,6.1823,10.9476,0.4963,23.454819,8.672674,-16.843,950674118.99,2.9196,1.425,2.91,12932314106.33,1096002165.15,9.6847,0.11493335,0.27571289,0.1507607,0.13624993,3.73634849,-0.20601056,0.32101499,0.25154307,0.16291938,0.18328355,0.08765957,0.54630408,0.34640095,0.00591558,0.4262019,-0.13227916,-0.19523269,-0.18557702,2.20439788,-0.52926329,-0.17044376,-0.23335872,0.04817948,-0.21774194,0.02703744,-0.1952227,-0.13739724,0.08008705,-0.23144876,1.37934702,,-0.16843008,-0.05569571,-0.45247061,-0.07324841,0.23454819,0.08672674,-0.0723734,2019-12-31,2020-04-29,160.0817,1.2326,1.572,102.8307,3.5009,1.2723,57.251,29.0584,29.0045,-0.08422385,-0.13665336,-0.09358243,0.08346398,-0.07703462,-0.11902784,-0.28342379,-0.11375164,0.03838939,-0.18402226
sz300750,57.3682,0.3406,17.5578,-9.527904,-29.14251,-53.2383,1.5008,428196075.68,1.9137,1.4249,1.93,9030794052.46,742043183.2,9.8218,6.4856,10.0214,0.336,-9.527904,-29.14251,-53.2383,428196075.68,1.9296,1.4249,1.93,9030794052.46,742043183.2,10.0214,0.02430776,-0.29350757,0.1260197,-1.05640024,-1.19003374,-1.22153097,0.09053917,-0.53238287,-0.37454652,-0.37154325,-0.38141026,-0.09527904,-0.2914251,0.00497278,0.34782518,-0.10431246,-0.32299013,-1.40622373,-4.36026812,-2.16085614,-0.5495869,-0.33908755,-7.018e-05,-0.33676976,-0.3016877,-0.32295464,0.03476618,-0.29574513,-1.05640024,-1.19003374,-1.22153097,-0.53238287,-0.38122114,-0.37154325,-0.38141026,-0.09527904,-0.2914251,-0.10431246,2020-03-31,2020-05-15,224.8225,1.4601,1.7989,144.1846,0.6242,1.4874,80.6379,25.0911,25.0911,0.43038149,0.12358599,0.14725765,0.54453768,-0.35255679,0.12989973,0.26341592,-0.12602885,-0.13492389,-0.12602885
sz300750,55.2648,0.8833,17.9751,-7.078573,-7.85537,-24.3,1.3935,1376637024.44,4.8831,2.6399,4.97,18829453132.97,1937281090.5,9.8386,6.8108,11.386,0.5415,-4.700739,13.271014,5.0502,948440948.76,3.0472,1.215,3.04,9798659080.51,1195237907.3,12.6436,-0.04141039,-0.08693405,0.14078366,-1.06075832,-1.06005873,-1.15110164,-0.07019417,-0.24300016,-0.19691139,-0.20384221,-0.19186992,-0.07078573,-0.0785537,0.02976701,0.32197205,-0.01672755,0.61160714,0.50663451,1.45538336,1.09486028,1.2149688,0.5791874,-0.14730858,0.57512953,0.08502741,0.61073902,0.26166005,0.12601372,-1.05729221,-0.8815672,-0.95444504,0.05050211,-0.00655299,0.15879828,0.00330033,-0.04700739,0.13271014,0.05720139,2020-06-30,2020-09-13,212.1677,1.5744,1.9209,135.1656,1.3317,1.6111,77.0021,27.1507,29.0489,0.25036288,0.29772502,0.27043651,0.27941753,-0.21839418,0.30919876,0.20243072,-0.08867638,0.15773721,-0.05820543
sz300750,51.6714,1.5243,26.3391,-4.057821,-3.101061,-13.3961,1.1602,2567413875.39,5.4711,4.4241,7.62,31522480929.97,3356875043.55,17.7154,7.0736,11.6812,0.6094,0.803419,4.238571,3.9069,1190776850.95,2.8103,1.7842,2.65,12693027797.0,1419593953.05,12.1192,-0.10849589,-0.04743157,0.57447635,-1.05659722,-1.06792999,-1.27150093,-0.23216413,-0.13396069,-0.41655292,-0.05372917,-0.22796353,-0.04057821,-0.03101061,0.81780309,0.23317236,0.02067351,0.12539243,1.17091334,-0.68061438,-0.22638707,0.25550974,-0.0777435,0.46847737,-0.12828947,0.29538416,0.18770827,-0.04147553,-0.0118372,-0.97210284,1.58862191,1.35472771,0.03906938,-0.26205919,0.31239426,-0.28763441,0.00803419,0.04238571,0.07944029,2020-09-30,2020-11-14,197.0769,2.1994,2.5095,122.8725,2.1974,2.2278,74.2044,27.4059,27.7845,0.19877772,0.79762975,0.60259276,0.24160416,-0.19459004,0.77175123,0.1340083,-0.05755581,-0.04352661,-0.0052878
sz300750,55.8196,2.4942,27.563,9.896621,22.433384,8.926,1.3616,4264694375.97,8.6958,7.9116,11.27,50319487700.0,5583338700.0,17.8848,8.0022,12.1303,0.9558,45.349136,103.144093,78.5344,1697280500.58,3.5464,3.4875,3.65,18797006770.03,2226463656.45,12.8835,-0.04377395,0.19128815,0.596171,-0.8188441,-0.35238676,-0.64515013,-0.12234111,0.08926028,-0.27282306,0.29691982,-0.11815336,0.09896621,0.22433384,0.82598575,0.29437264,0.10803281,0.56842796,55.44518738,23.33463849,19.10146152,0.42535564,0.26192933,0.95465755,0.37735849,0.48089227,0.56838063,0.06306522,0.9258513,0.93346774,10.89299782,5.66273229,0.78534417,0.21468694,1.44736842,0.25429553,0.45349136,1.03144093,0.33029418,2020-12-31,2021-04-30,192.5669,1.7496,2.0529,122.3408,2.9426,1.7751,70.2261,27.7633,28.3625,0.20292888,0.41943859,0.30591603,0.1897303,-0.15947328,0.39518981,0.22663534,-0.04456887,0.02080297,-0.0221345
sz300750,58.8407,0.8463,28.1799,112.236987,163.383216,290.4954,1.5536,1672086095.78,2.9773,4.7079,3.01,19166685200.0,1954417200.0,17.764,8.8412,12.2289,0.839,112.236987,163.383216,290.4954,1672086095.78,3.0102,4.7079,3.01,19166685200.0,1954417200.0,12.2289,0.02566753,1.48473282,0.60497898,12.77981926,6.60635361,6.45651157,0.03518124,2.90495427,0.55578199,2.30402133,0.55958549,1.12236987,1.63383216,0.80862978,0.36320464,0.2202786,-0.1222013,1.47495315,0.58402882,2.6989574,-0.01484398,-0.15119558,0.34993548,-0.17534247,0.01966688,-0.12218769,-0.05080917,1.49702381,12.77981926,6.60635361,6.45651157,2.90495427,0.56001244,2.30402133,0.55958549,1.12236987,1.63383216,0.2202786,2021-03-31,2021-05-15,153.5133,1.4776,1.8036,98.2104,0.9164,1.4896,55.3029,27.2795,27.2795,-0.31718,0.01198548,0.00261271,-0.31885652,0.46811919,0.00147909,-0.31418229,0.08721818,-0.03818422,0.08721818
sz300750,63.6699,1.9416,29.5226,134.072441,131.447446,184.6426,1.9241,3918495143.23,6.5211,11.0528,6.74,44074560600.0,4483787600.0,17.7959,9.6891,12.082,1.086,154.196775,111.620664,136.8528,2246409047.45,3.7639,6.3449,3.73,24907875400.0,2529370400.0,11.9691,0.15208777,1.19812068,0.64241645,19.940603,17.73345062,8.59846091,0.38076785,1.8464258,0.33544265,3.18682526,0.35613682,1.34072441,1.31447446,0.80878377,0.42260821,0.0611277,0.29439809,0.37384991,-0.31681683,-0.52889856,0.3434769,0.25038203,0.34771342,0.23920266,0.29954007,0.29418141,-0.02124476,1.00554017,33.80266677,7.41086175,26.09849115,1.36852811,0.23519953,4.22213992,0.22697368,1.54196775,1.11620664,-0.05334715,2021-06-30,2021-09-13,156.5677,1.0835,1.4349,104.9563,1.715,1.0971,51.6114,27.2557,27.2373,-0.26205685,-0.31180132,-0.2530064,-0.22349843,0.28782759,-0.31903668,-0.32974036,0.0038673,-0.00154695,-0.06236381
sz300750,67.8178,3.3464,31.2127,132.727702,130.903611,157.208,2.3244,6603594577.45,10.6626,12.3169,11.36,73361545500.0,7751145700.0,17.8243,11.1034,12.4656,1.4029,130.732851,130.161455,125.4914,2685099434.22,4.6197,1.2641,4.62,29286984900.0,3267358100.0,13.0429,0.31248234,1.19536837,0.1850329,33.70910718,43.21252371,12.73535581,1.00344768,1.57208027,0.9488951,1.78404647,0.49081365,1.32727702,1.30903611,0.00614719,0.56969577,0.06715064,0.29180479,-0.15216871,0.16610536,-0.08301913,0.19528518,0.22737055,-0.80076912,0.2386059,0.17581225,0.29176735,0.08971435,1.30210043,161.72063643,29.7088061,31.12045356,1.25491404,0.64384585,-0.29150319,0.74339623,1.30732851,1.30161455,0.0762179,2021-09-30,2021-11-14,169.4975,0.9208,1.3039,122.3269,2.2072,0.9361,47.1706,27.511,27.8953,-0.13994233,-0.58134037,-0.48041443,-0.00444038,0.00445982,-0.57980968,-0.36431532,0.00383494,0.02415805,0.00398783
sz300750,69.8953,6.876,36.2585,159.056287,185.336763,215.2011,2.5445,13442364300.0,18.8507,18.4087,21.52,130355796400.0,15931317900.0,18.5184,14.6279,13.7015,3.5095,203.209184,267.4065,302.9251,6838769722.55,10.4068,6.0918,10.16,56994250900.0,8180172200.0,15.2923,0.25216411,1.75679577,0.31547727,15.07177712,7.26164983,23.10946673,0.86875734,2.15201117,1.16779365,1.32679862,0.90949423,1.59056287,1.85336763,0.03542673,0.8279848,0.12952689,1.50160382,0.55438501,1.05442156,1.41391123,1.54693351,1.25270039,3.81908077,1.1991342,0.94606072,1.50360443,0.17246165,2.67179326,3.48099351,1.59255273,2.85722817,3.02925133,1.93446876,0.74675269,1.78356164,2.03209184,2.674065,0.18696783,2021-12-31,2022-04-30,148.4666,0.7953,1.1901,100.0723,3.5974,0.8408,48.3943,26.2835,24.7035,-0.22901288,-0.54543896,-0.4202835,-0.18202023,0.2225243,-0.52633654,-0.31087872,-0.05330058,-0.11442071,-0.12900837
sz300750,75.1245,0.6439,36.558,153.974115,-23.618939,-41.5688,3.3172,977020300.0,1.7519,3.0358,1.76,48678419100.0,1492804600.0,18.5748,15.2649,4.0582,0.6405,153.974115,-23.618939,-41.5688,977020300.0,1.7591,3.0358,1.76,48678419100.0,1492804600.0,4.0582,0.27674382,-0.23915869,0.29730766,0.37186608,-1.1445616,-1.14309624,1.13516993,-0.4156878,-0.41158096,-0.35516897,-0.41528239,1.53974115,-0.23618939,0.04564287,0.72656427,-0.66814677,-0.81749537,-0.24228762,-1.08832597,-1.13722468,-0.85713508,-0.83096629,-0.50165797,-0.82677165,-0.1459065,-0.81750939,-0.73462462,-0.23659118,0.37186608,-1.1445616,-1.14309624,-0.4156878,-0.41562022,-0.35516897,-0.41528239,1.53974115,-0.23618939,-0.66814677,2022-03-31,2022-05-15,154.9817,0.6523,1.0889,110.0244,0.818,0.6929,44.9573,14.4845,14.4845,0.00956529,-0.55854088,-0.39626303,0.12029276,-0.10737669,-0.53484157,-0.18707156,-0.46903352,-0.41366608,-0.46903352
sz300750,68.8945,1.9574,57.2312,156.318512,82.168187,79.9489,2.3737,7051287000.0,5.848,7.6552,9.11,112971257900.0,8168034600.0,36.1559,17.2824,8.5597,2.7352,158.122533,163.908758,170.399,6074266700.0,5.9366,4.6194,7.35,64292838800.0,6675230000.0,11.9679,0.08205761,0.00813762,0.93855555,0.16592576,-0.37489704,-0.56700729,0.23366769,0.79948851,-0.10321878,-0.30739722,0.35163205,1.56318512,0.82168187,1.03169831,0.78369508,-0.29153286,3.27041374,0.02694231,7.93971723,5.09920421,5.21713459,2.37479393,0.52164174,3.17613636,0.32076678,3.47160332,1.94906609,1.51860037,0.0254594,0.46844457,0.24512615,1.7039896,0.577247,-0.2719507,0.97050938,1.58122533,1.63908758,-0.00010026,2022-06-30,2022-09-13,162.105,0.8168,1.2435,113.343,1.5881,0.8524,48.762,18.6755,21.8486,0.03536681,-0.24614675,-0.13338909,0.07990659,-0.07399417,-0.22304257,-0.05520873,-0.31480388,0.50841244,-0.19784266
sz300750,70.2393,4.1502,61.3465,186.717297,126.954729,142.8736,2.5425,16038385200.0,11.7501,10.6405,15.98,210340240500.0,17591591700.0,36.2154,20.5315,9.3335,3.8614,232.465028,188.415191,234.7026,8987098200.0,6.5128,2.9853,6.87,97368982600.0,9423557100.0,10.2314,0.03570597,0.24019842,0.96543394,0.40676961,-0.03016633,-0.09118111,0.09383067,1.42873559,0.10199201,-0.13610568,0.40669014,1.86717297,1.26954729,1.03179929,0.84911829,-0.25125947,0.4117432,0.4701575,0.14951265,0.37737076,0.47953632,0.09705892,-0.35374724,-0.06530612,0.51446078,0.41172021,-0.14509647,1.75244137,0.77816843,0.44754982,0.8702684,2.34702622,0.40978851,1.36160114,0.48701299,2.32465028,1.88415191,-0.21555789,2022-09-30,2022-11-14,144.3965,0.7936,1.2396,94.4122,2.8598,0.8788,49.9843,18.95,19.2684,-0.14809068,-0.13814075,-0.0493136,-0.22819756,0.29566872,-0.06121141,0.05964944,-0.31118462,-0.11809452,-0.30925998
sz300750,70.5619,7.1766,67.341,152.074704,92.885257,109.882,2.5781,28213098200.0,18.6825,25.0598,24.67,328593987500.0,30729163500.0,36.3987,25.8925,10.1819,5.3787,107.483641,60.602631,78.0249,12174713000.0,8.3627,14.4193,8.69,118253747000.0,13137571800.0,11.6909,0.00953712,0.04371728,0.85724727,-0.04389379,-0.49882983,-0.48939852,0.01320495,1.09881964,-0.00892275,0.36130199,0.14637546,1.52074704,0.92885257,0.96554238,0.77007636,-0.25687698,0.39294038,-0.53763522,-0.67835592,-0.66755843,0.35468788,0.28404066,3.83010083,0.26491994,0.21449094,0.39412025,0.1426491,0.53261148,-0.47106898,-0.77336889,-0.74242841,0.78024901,-0.19641965,1.36700154,-0.14468504,1.07483641,0.60602631,-0.23550414,2022-12-31,2023-04-30,125.042,0.8899,1.311,80.2765,4.4845,0.9566,44.7655,20.2512,22.5659,-0.1577769,0.11894882,0.1015881,-0.19781498,0.24659476,0.13772598,-0.07498404,-0.22950901,0.17113512,-0.08653025
sz300750,67.3978,2.2407,76.9318,82.91158,557.97393,698.3515,2.2963,7800056700.0,5.2272,8.5839,5.8,89038465300.0,9822265100.0,44.4191,28.6783,11.3216,4.0214,82.91158,557.97393,698.3515,7800056700.0,5.5747,8.5839,5.8,89038465300.0,9822265100.0,11.3216,-0.10285193,2.47988818,1.10437661,-0.46152261,24.62400487,17.79989559,-0.30775956,6.98351549,1.98373195,1.82755781,2.29545455,0.8291158,5.5797393,1.39136357,0.87870867,1.78980829,-0.25234722,-0.2286121,8.20709086,7.95036713,-0.35932316,-0.33338515,-0.40469371,-0.33256617,-0.24705586,-0.25235308,-0.03158867,5.2785324,-0.46152261,24.62400487,17.79989559,6.98351549,2.16906373,1.82755781,2.29545455,0.8291158,5.5797393,1.78980829,2023-03-31,2023-05-15,144.1884,0.9309,1.3428,90.3252,0.9964,1.0271,53.8632,21.2688,21.2688,-0.06964242,0.42710409,0.23317109,-0.17904392,0.21809291,0.48232068,0.19809686,0.46838344,-0.05748053,0.46838344
sz300750,70.0962,4.7201,38.7188,67.516982,153.638305,148.9332,2.6396,17552996700.0,12.1709,8.4322,12.31,189246041300.0,20717264500.0,18.1766,18.4115,11.3467,2.4782,55.861178,63.215341,60.5616,9752940000.0,6.0844,-0.1517,6.51,100207576000.0,10894999400.0,11.369,0.01744261,1.4114131,-0.32346692,-0.5680807,0.86980279,0.8628549,0.11201921,1.48933233,1.08120725,0.10149963,0.35126235,0.67516982,1.53638305,-0.49727154,0.06533236,0.32559552,-0.38374695,-0.32625602,-0.88670557,-0.9132792,0.25036783,0.09143093,-1.01767262,0.12241379,0.12544141,0.10921455,0.00418669,-0.09396022,-0.64672222,-0.61432603,-0.64458946,0.60561603,0.02489641,-1.03283976,-0.11428571,0.55861178,0.63215341,-0.0500422,2023-06-30,2023-09-13,133.0334,1.0729,1.414,76.2098,2.3619,1.1525,56.8236,21.6333,21.9571,-0.17933808,0.31354065,0.13711299,-0.32761794,0.48724891,0.35206476,0.16532546,0.15837862,0.03236196,0.00496599
sz300750,69.9245,7.0958,40.9609,40.095519,77.047502,68.2277,2.6082,26981002000.0,17.292,11.9743,18.25,294677250600.0,31145473600.0,18.3233,20.7323,11.0345,2.3715,8.280077,10.66107,4.906,9428005300.0,5.9533,3.5421,5.94,105431209300.0,10428209100.0,10.4742,-0.00448182,0.70974893,-0.33230258,-0.78526082,-0.39311042,-0.52246111,0.02584071,0.68227672,0.47164705,0.12535125,0.14205257,0.40095519,0.77047502,-0.49404673,0.00978009,0.18224675,-0.04305544,-0.85177404,-0.83135312,-0.91899157,-0.03331659,-0.02154691,24.34937376,-0.0875576,0.05212813,-0.04284445,-0.07870525,-0.38584451,-0.96438141,-0.94341714,-0.97909695,0.04906001,-0.08590775,0.18651392,-0.13537118,0.08280077,0.1066107,0.02373087,2023-09-30,2023-11-14,131.7058,1.1145,1.4895,73.6638,3.6653,1.2538,58.042,21.9159,22.4233,-0.08788786,0.40435988,0.20159729,-0.21976397,0.28166305,0.42671825,0.16120462,0.15651187,0.02123231,0.1637344
sz300750,69.3401,10.06,44.9434,22.009854,43.581025,42.1031,2.5152,40091673700.0,22.3164,21.1014,24.04,400917045000.0,44121248000.0,19.9833,23.4698,11.6635,2.9497,-10.159469,-1.231562,7.6877,13110671700.0,6.8687,9.1271,5.79,106239794400.0,12975774400.0,13.4081,-0.01731529,0.401778,-0.33259975,-0.85526946,-0.53080794,-0.61683351,-0.02439781,0.42103052,0.19450823,-0.15795816,-0.02553709,0.22009854,0.43581025,-0.45098863,-0.09356764,0.14551312,0.24381193,-2.2269776,-1.11551955,0.56699959,0.39060928,0.15376346,1.57674826,-0.02525253,0.00766931,0.24429557,0.28010731,-0.45159611,-1.09452107,-1.02032192,-0.9014712,0.07687727,-0.17865044,-0.36702198,-0.33371692,-0.10159469,-0.01231562,0.14688347,2023-12-31,2024-04-29,125.8798,1.1621,1.5672,71.1111,5.0625,1.3556,54.7687,22.9091,25.664,0.00670015,0.30587706,0.19542334,-0.11417289,0.12888839,0.41710224,0.2234578,0.13124654,0.14452378,0.13729122
sz300750,68.4845,2.39,47.2216,-10.408632,7.001011,18.556,2.4109,9247438700.0,5.0594,6.4464,5.18,79770779000.0,10509923000.0,20.0529,25.8637,14.0348,2.3891,-10.408632,7.001011,18.556,9247438700.0,5.1845,6.4464,5.18,79770779000.0,10509923000.0,14.0348,0.01612367,0.06663096,-0.38618881,-1.12553894,-0.9874528,-0.97342885,0.04990637,0.18556045,-0.03210132,-0.24901269,-0.10689655,-0.10408632,0.07001011,-0.54855231,-0.09814389,0.23964811,-0.19005323,-0.0245252,6.68465981,1.41372582,-0.29466324,-0.24519924,-0.29370775,-0.10535406,-0.24914408,-0.19003501,0.0467404,-0.40590342,-1.12553894,-0.9874528,-0.97342885,0.18556045,-0.0699948,-0.24901269,-0.10689655,-0.10408632,0.07001011,0.23964811,2024-03-31,2024-05-15,133.5366,1.2331,1.6488,68.5453,1.313,1.4357,64.9913,26.4155,26.4155,-0.07387418,0.32463208,0.22788204,-0.24112761,0.31774388,0.3978191,0.20659931,0.24198356,0.02928226,0.24198356
sz300750,69.264,5.2,44.6101,-11.878297,10.366825,14.248,2.5246,20053941100.0,11.6521,10.1639,11.39,166766834000.0,22864987000.0,20.1518,23.65,14.9183,2.8087,-13.184154,13.401236,10.8025,10806502400.0,6.117,3.7175,6.21,86996055000.0,12355064000.0,15.7285,-0.01187226,0.10167157,0.15215606,-1.17593051,-0.93252448,-0.90433295,-0.04356721,0.14247963,-0.04262626,0.20536752,-0.07473599,-0.11878297,0.10366825,0.10866719,0.28452326,0.31476993,0.17563099,-0.26665579,0.91418582,-0.41784329,0.16859411,0.17986305,-0.42332154,0.1988417,0.09057547,0.1755618,0.1206786,0.13336292,-1.2360164,-0.78800659,-0.8216279,0.10802511,0.00535796,25.50560316,-0.04608295,-0.13184154,0.13401236,0.38345501,2024-06-30,2024-09-13,134.5786,1.236,1.6324,68.6735,2.6211,1.3993,65.9051,26.5334,26.6416,0.01161513,0.1520179,0.15445545,-0.09888886,0.10974216,0.21414317,0.15981916,0.22650728,0.00855937,0.21334785
