code,quality_value_assets_debt_ratio,quality_value_basic_eps,quality_value_calc_per_net_assets,quality_value_calculate_operating_income_total_yoy_growth_ratio,quality_value_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_value_deduct_net_profit_yoy_growth_ratio,quality_value_equity_ratio,quality_value_index_deduct_holder_net_profit,quality_value_index_full_diluted_roe,quality_value_index_per_operating_cash_flow_net,quality_value_index_weighted_avg_roe,quality_value_operating_income_total,quality_value_parent_holder_net_profit,quality_value_per_capital_reserve,quality_value_per_undistributed_profits,quality_value_sale_net_interest_ratio,quality_single_basic_eps,quality_single_calculate_operating_income_total_yoy_growth_ratio,quality_single_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_single_deduct_net_profit_yoy_growth_ratio,quality_single_index_deduct_holder_net_profit,quality_single_index_full_diluted_roe,quality_single_index_per_operating_cash_flow_net,quality_single_index_weighted_avg_roe,quality_single_operating_income_total,quality_single_parent_holder_net_profit,quality_single_sale_net_interest_ratio,quality_yoy_assets_debt_ratio,quality_yoy_basic_eps,quality_yoy_calc_per_net_assets,quality_yoy_calculate_operating_income_total_yoy_growth_ratio,quality_yoy_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_yoy_deduct_net_profit_yoy_growth_ratio,quality_yoy_equity_ratio,quality_yoy_index_deduct_holder_net_profit,quality_yoy_index_full_diluted_roe,quality_yoy_index_per_operating_cash_flow_net,quality_yoy_index_weighted_avg_roe,quality_yoy_operating_income_total,quality_yoy_parent_holder_net_profit,quality_yoy_per_capital_reserve,quality_yoy_per_undistributed_profits,quality_yoy_sale_net_interest_ratio,quality_mom_basic_eps,quality_mom_calculate_operating_income_total_yoy_growth_ratio,quality_mom_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_mom_deduct_net_profit_yoy_growth_ratio,quality_mom_index_deduct_holder_net_profit,quality_mom_index_full_diluted_roe,quality_mom_index_per_operating_cash_flow_net,quality_mom_index_weighted_avg_roe,quality_mom_operating_income_total,quality_mom_parent_holder_net_profit,quality_mom_sale_net_interest_ratio,quality_single_yoy_basic_eps,quality_single_yoy_calculate_operating_income_total_yoy_growth_ratio,quality_single_yoy_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_single_yoy_deduct_net_profit_yoy_growth_ratio,quality_single_yoy_index_deduct_holder_net_profit,quality_single_yoy_index_full_diluted_roe,quality_single_yoy_index_per_operating_cash_flow_net,quality_single_yoy_index_weighted_avg_roe,quality_single_yoy_operating_income_total,quality_single_yoy_parent_holder_net_profit,quality_single_yoy_sale_net_interest_ratio,statDate,pubDate,quality_value_business_cycle,quality_value_conservative_quick_ratio,quality_value_current_ratio,quality_value_inventory_turnover_days,quality_value_inventory_turnover_ratio,quality_value_quick_ratio,quality_value_receive_accounts_turnover_days,quality_value_sale_gross_margin,quality_single_sale_gross_margin,quality_yoy_business_cycle,quality_yoy_conservative_quick_ratio,quality_yoy_current_ratio,quality_yoy_inventory_turnover_days,quality_yoy_inventory_turnover_ratio,quality_yoy_quick_ratio,quality_yoy_receive_accounts_turnover_days,quality_yoy_sale_gross_margin,quality_mom_sale_gross_margin,quality_single_yoy_sale_gross_margin
sh600519,19.5313,29.67,138.7906,10.748532,10.166611,10.1909,0.2517,37357031229.83,21.3745,29.2568,21.68,77053154965.96,37266174159.97,1.0945,116.6196,53.0196,10.04,9.987535,12.353535,13.1667,12707913515.4,7.5053,11.967,7.48,26331572039.78,12612188608.39,52.3119,0.18558334,0.10174527,0.17444081,0.12528981,-0.08185097,-0.07606597,0.22900391,0.10190904,-0.06196652,0.46359375,-0.06551724,0.10748532,0.10166611,0.0,0.17414733,-0.0059583,0.17876347,-0.12491117,-0.01433214,0.07830082,0.18991805,0.18201147,-0.35215111,0.26565144,0.16219048,0.17876171,-0.00193082,0.12353264,0.39032778,0.79817067,0.90322487,0.13166709,-0.04498142,0.20359661,-0.04834606,0.09987535,0.12353535,0.02061047,2021-09-30,2021-11-14,1216.7643,1.1806,4.4324,1216.7643,0.2219,3.7089,,91.1914,90.8322,0.00540786,0.23467894,-0.14425824,0.00540786,-0.00537875,-0.12826118,,-0.00146291,-0.00191086,-0.00255203
sh600519,22.8127,41.76,150.8834,11.705948,12.340886,11.8356,0.3071,52581102656.24,27.6777,50.9702,29.9,109464278563.89,52460144378.16,1.0945,127.9391,52.4724,12.0952,14.049929,18.055602,16.0874,15224071426.41,8.3509,21.7134,8.22,32411123597.93,15193970218.19,51.1779,0.06581978,0.12348668,0.17490854,0.1381281,-0.07386354,-0.1263499,0.0847757,0.11835614,-0.04383259,0.23920712,-0.04807386,0.11705948,0.12340886,0.0,0.16804799,0.00567499,0.2047012,0.40674641,0.46157371,0.22182475,0.19799929,0.11266705,0.81443971,0.09893048,0.23088449,0.20470528,-0.02167767,0.18056084,0.15893567,-0.08368724,-0.21970597,0.16087387,0.00499434,0.0270462,0.00121803,0.14049929,0.18055602,0.03685042,2021-12-31,2022-04-30,1247.4012,0.8952,3.8119,1247.4012,0.2886,3.2274,,91.5403,92.3658,0.04331248,0.08574894,-0.06221708,0.04331248,-0.04151445,-0.05421404,,0.00143421,0.01688388,0.00821167
sh600519,14.482,13.73,164.6102,18.252174,23.580318,23.434,0.176,17243064446.83,8.3396,-5.4737,8.7,33187160227.05,17244968587.32,1.0945,141.667,55.5866,13.7279,18.252174,23.580318,23.434,17243064446.83,8.7025,-5.4737,8.7,33187160227.05,17244968587.32,55.5866,-0.04768168,0.23582358,0.17976802,0.6692401,2.58729148,2.78608934,-0.05731119,0.23433979,0.04749105,-3.63048811,0.04945718,0.18252174,0.23580318,0.0,0.17428666,0.02619268,0.13498743,0.29909368,0.30598348,0.45666795,0.13261847,0.04210325,-1.25208857,0.05839416,0.02394353,0.13498765,0.08614461,0.23580141,0.6692401,2.58729148,2.78608934,0.23433979,0.04956884,-3.63048811,0.04945718,0.18252174,0.23580318,0.02619268,2022-03-31,2022-05-15,1226.158,1.5626,5.9767,1226.158,0.0734,5.031,,92.3677,92.3677,0.05722069,-0.02799204,0.03966114,0.05722069,-0.05412371,0.04792851,,0.00754175,2.057e-05,0.00754175
sh600519,17.2578,23.72,152.9242,17.195709,20.848242,20.746,0.2155,29762821731.41,15.5093,-0.0089,14.57,59443518511.24,29793908077.83,1.0945,125.3397,53.9866,9.9896,15.887078,17.285032,17.23,12519757284.58,6.292,5.4648,5.87,26256358284.19,12548939490.51,51.9458,-0.18911985,0.20835456,0.18774417,0.54252553,1.29594988,1.37994723,-0.23063192,0.20745992,0.01745696,-1.00051475,0.02605634,0.17195709,0.20848242,0.0,0.17601851,0.01121415,-0.27231405,-0.12957887,-0.26697206,-0.26474354,-0.27392504,-0.27698937,1.99837404,-0.32528736,-0.20883986,-0.272313,-0.0654978,0.17284617,0.39199558,0.37914375,0.41106907,0.17229986,-0.00907144,-0.70415604,-0.00676819,0.15887078,0.17285032,-0.00891571,2022-06-30,2022-09-13,1352.3666,1.416,4.948,1352.3666,0.1331,4.0919,,92.1091,91.7793,0.0683696,0.14544572,0.2210651,0.0683696,-0.06399437,0.22215585,,0.00799642,-0.00637019,0.00849613
sh600519,13.8484,35.34,164.5511,16.5246,19.142403,18.835,0.166,44393231516.91,21.4794,7.4871,21.91,89785880318.36,44399815583.54,1.0945,136.9667,53.1366,11.6271,15.231866,15.807874,15.1283,14630409785.5,7.3247,7.496,7.34,30342361807.12,14605907505.71,51.479,-0.29096374,0.19110212,0.18560695,0.53738204,0.88286962,0.84821753,-0.3404847,0.18835009,0.00490772,-0.74409026,0.01060886,0.165246,0.19142403,0.0,0.1744741,0.00220673,0.16392048,-0.04124182,-0.08545879,-0.12197911,0.16858574,0.16412905,0.37168789,0.25042589,0.15561958,0.16391569,-0.00898629,0.15807769,0.52508762,0.27962352,0.1489819,0.15128339,-0.024063,-0.37361076,-0.01871658,0.15231866,0.15807874,-0.01592181,2022-09-30,2022-11-14,1306.8732,1.716,6.1942,1306.8732,0.2066,5.1424,,91.8744,91.4166,0.07405617,0.45349822,0.39748218,0.07405617,-0.06894998,0.38650274,,0.00748974,-0.00395187,0.00643384
sh600519,19.421,49.93,157.2258,16.525647,19.552602,19.4191,0.2501,62791872697.72,31.7541,29.214,30.26,127553959355.97,62717467870.12,1.0945,128.4049,52.6795,14.581,16.528139,20.558695,20.8523,18398641180.81,9.0628,21.7269,8.35,37768079037.61,18317652286.58,51.6008,-0.14867596,0.19564176,0.04203511,0.41173077,0.58437587,0.64073642,-0.18560729,0.19419087,0.14728102,-0.42684157,0.01204013,0.16525647,0.19552602,0.0,0.00364079,0.00394684,0.25405303,0.08510271,0.3005351,0.37836373,0.25756158,0.23729299,1.89846585,0.13760218,0.24473102,0.25412627,0.00236601,0.20551954,0.17638594,0.13863249,0.29618832,0.20852305,0.0852483,0.00062174,0.01581509,0.16528139,0.20558695,0.00826333,2022-12-31,2023-04-30,1288.075,1.1909,4.4147,1288.0143,0.2795,3.5586,0.0607,91.8667,91.8484,0.03260683,0.33031725,0.15813636,0.03255817,-0.03153153,0.10262131,,0.00356564,0.00472343,-0.00560164
sh600519,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,13.3925,28.64,159.9399,19.41959,20.764335,20.7797,0.161,35947449205.45,17.9082,24.1898,16.7,70987206095.38,35980415090.77,1.0945,129.9407,53.6564,12.0885,20.381905,21.010483,21.1603,15168973659.84,7.2451,20.0147,6.7,31607904287.63,15185532336.22,51.2886,-0.22397409,0.2074199,0.04587698,0.12932767,-0.00402466,0.00162441,-0.25290023,0.20779708,0.15467494,2718.95505618,0.1461908,0.1941959,0.20764335,0.0,0.03670824,-0.00611633,-0.26974471,0.09238061,0.02065881,0.03203859,-0.26996696,-0.27569281,3.7938253,-0.33,-0.19734727,-0.26974667,-0.07653499,0.21010851,0.28292346,0.21553047,0.22810795,0.21160285,0.15147807,2.66247621,0.14139693,0.20381905,0.21010483,-0.01265165,2023-06-30,2023-09-13,1257.0524,2.216,6.3536,1256.9832,0.1432,5.07,0.0692,91.7981,90.7952,-0.07047956,0.56497175,0.28407437,-0.07053073,0.07588279,0.23903321,,-0.00337643,-0.01944369,-0.01072246
sh600519,14.14,42.09,173.3872,17.296729,19.091074,18.9723,0.1701,52815640756.86,24.2765,39.8042,24.82,105315900448.1,52876217064.12,1.0945,143.3907,53.0919,13.45,13.137845,15.677865,15.2954,16868191551.41,8.0701,15.6144,8.12,34328694352.72,16895801973.35,51.9264,0.02105658,0.1910017,0.05369821,0.04672603,-0.00268143,0.00728962,0.0246988,0.18972282,0.13022245,4.31637082,0.13281607,0.17296729,0.19091074,0.0,0.04690191,-0.00084123,0.1126277,-0.35541624,-0.25380749,-0.27716526,0.11201931,0.11387006,-0.21985341,0.2119403,0.08607942,0.11262494,0.01243551,0.15678028,-0.13747633,-0.00822432,0.01104552,0.15295414,0.10176526,1.08303095,0.10626703,0.13137845,0.15677865,0.00869092,2023-09-30,2023-11-14,1258.3536,2.0278,5.9588,1258.1547,0.2146,4.8366,0.1989,91.7075,91.5204,-0.03712648,0.18170163,-0.03800329,-0.03727867,0.03872217,-0.0594664,,-0.00181661,0.00798721,0.00113546
sh600519,17.9843,59.49,171.6836,18.036579,19.159899,19.0462,0.2274,74752564425.52,34.6523,53.0118,34.19,150560330316.45,74734071550.75,1.0945,137.7038,52.488,17.4,19.795423,19.326725,19.2246,21936923668.66,10.0849,13.2076,9.37,45244429868.35,21857854486.63,51.0842,-0.07397662,0.19146806,0.09195565,0.09142952,-0.02008444,-0.01920274,-0.09076369,0.19048153,0.0912701,0.81460259,0.12987442,0.18036579,0.19159899,0.0,0.07241858,-0.00363519,0.2936803,0.5067481,0.2327396,0.25688769,0.30049055,0.24966233,-0.15413977,0.15394089,0.31797701,0.29368553,-0.01621911,0.19333379,0.19768009,-0.05992452,-0.07805854,0.19231216,0.11277971,-0.3921084,0.12215569,0.19795423,0.19326725,-0.01001147,2023-12-31,2024-04-29,1293.2025,1.4287,4.6239,1293.1034,0.2784,3.6682,0.0991,91.9649,92.5634,0.00398075,0.19968091,0.04738714,0.00395112,-0.0039356,0.03079863,0.63261944,0.00106894,0.01139637,0.00778457
sh600519,12.9543,19.16,190.8392,18.043581,15.726848,15.7519,0.1543,24051471185.69,10.0384,7.3137,10.57,46484738134.23,24065262374.15,1.0945,156.861,54.3573,19.1572,18.043581,15.726848,15.7519,24051471185.69,10.5688,7.3137,10.57,46484738134.23,24065262374.15,54.3573,0.04840485,0.15770393,0.09829822,-0.03294329,-0.23601252,-0.23174205,0.05468216,0.15751856,0.05369008,0.75174247,0.057,0.18043581,0.15726848,0.0,0.08225007,-0.02128223,0.10098851,-0.08849733,-0.1862642,-0.18063835,0.09639216,0.04798263,-0.44625064,0.1280683,0.0274135,0.10098923,0.06407265,0.15726903,-0.03294329,-0.23601252,-0.23174205,0.15751856,0.05658416,0.75174247,0.057,0.18043581,0.15726848,-0.02128223,2024-03-31,2024-05-15,1241.5105,2.1364,6.481,1241.3793,0.0725,5.199,0.1312,92.6133,92.6133,0.00416927,-0.07443029,-0.06650151,0.00413795,-0.00412088,-0.08190295,0.42453855,0.00019115,0.00053909,0.00019115
sh600519,18.3242,33.19,173.9978,17.558035,15.884186,15.9195,0.2341,41670097819.99,19.0761,29.1529,17.63,83451164646.53,41695610983.37,1.0945,138.3314,52.6991,14.0347,16.953108,16.099642,16.1491,17618626634.3,7.6937,21.8392,7.06,36966426512.3,17630348609.22,50.5997,0.36824342,0.15886872,0.08789489,-0.09585964,-0.23502554,-0.23389173,0.45403727,0.15919485,0.06521593,0.20517325,0.05568862,0.17558035,0.15884186,0.0,0.0645733,-0.0178413,-0.26739294,-0.06043551,0.0237043,0.02521601,-0.26746158,-0.27203656,1.98606724,-0.3320719,-0.20476208,-0.26739429,-0.06912779,0.16099599,-0.1682275,-0.23373289,-0.23682084,0.16149102,0.06191771,0.091158,0.05373134,0.16953108,0.16099642,-0.01343183,2024-06-30,2024-09-13,1256.1739,1.2017,4.5714,1256.1061,0.1433,3.6266,0.0678,91.7603,90.6803,-0.00069886,-0.45771661,-0.28050239,-0.00069778,0.00069832,-0.28469428,-0.02023121,-0.00041177,-0.02087173,-0.00126549
sh600519,13.6285,48.42,189.2293,16.907838,15.03764,15.077,0.1644,60778641454.76,25.589,35.3618,26.09,123122542625.45,60827552118.51,1.0945,153.5615,52.1887,15.23,15.563317,13.23488,13.2815,19108543634.77,8.386,6.2089,8.46,39671377978.92,19131941135.14,51.112,-0.03617397,0.15039202,0.09136834,-0.0224835,-0.2123209,-0.20531512,-0.0335097,0.15076975,0.05406463,-0.11160631,0.05116841,0.16907838,0.1503764,0.0,0.07093068,-0.01701201,0.08516748,-0.08197854,-0.17793948,-0.17757027,0.08456488,0.08998271,-0.71569929,0.19830028,0.07317319,0.08517089,0.01012457,0.13234201,0.18461719,-0.15582383,-0.13166704,0.13281519,0.0391445,-0.60236064,0.04187192,0.15563317,0.1323488,-0.01568374,2024-09-30,2024-11-14,1249.5004,1.5884,6.1569,1249.4216,0.2161,4.906,0.0788,91.5314,91.0486,-0.00703554,-0.21668804,0.03324495,-0.0069412,0.00698975,0.01434892,-0.60382102,-0.00192024,0.00406152,-0.00515513
sh600519,19.0448,68.64,185.5647,15.66398,15.379966,15.3685,0.2442,86240905977.42,36.991,73.606,36.02,174144069958.25,86228146421.62,1.0945,145.5085,52.2734,20.2202,12.768638,16.208086,16.0704,25462264522.66,10.79,38.2442,9.93,51021527332.8,25400594303.11,52.4774,0.0589681,0.15380736,0.0808528,-0.13154374,-0.19728356,-0.19309364,0.07387863,0.15368492,0.06749047,0.38848332,0.05352442,0.1566398,0.15379966,0.0,0.05667745,-0.00408855,0.32765594,-0.17956834,0.22464926,0.20998381,0.33250681,0.28666826,5.15957738,0.17375887,0.28610424,0.3276538,0.02671388,0.16208046,-0.35497019,-0.16136407,-0.16407103,0.16070352,0.06991641,1.8956207,0.05976521,0.12768638,0.16208086,0.02727262,2024-12-31,2025-04-30,1315.3923,1.0896,4.4541,1315.3087,0.2737,3.4678,0.0836,91.9312,92.8947,0.0171588,-0.23734864,-0.03672225,0.0171721,-0.01688218,-0.0546317,-0.15640767,-0.00036644,0.02027598,0.00357917
sh600519,14.143,21.38,205.6665,10.667399,11.561112,11.6351,0.171,26849883702.9,10.3916,7.0126,10.92,51443450583.77,26847474238.76,1.0945,166.8805,54.8895,21.372,10.667399,11.561112,11.6351,26849883702.9,10.9255,7.0126,10.92,51443450583.77,26847474238.76,54.8895,0.09176104,0.11586639,0.07769525,-0.40879812,-0.26488054,-0.2613526,0.10823072,0.11635099,0.03518489,-0.04116931,0.03311258,0.10667399,0.11561112,0.0,0.06387502,0.00979077,0.05696284,-0.1645625,-0.28670714,-0.27599189,0.05449708,0.01255792,-0.81663625,0.09969789,0.00826951,0.05696244,0.04596455,0.11561188,-0.40879812,-0.26488054,-0.2613526,0.11635099,0.03375028,-0.04116931,0.03311258,0.10667399,0.11561112,0.00979077,2025-03-31,2025-05-15,1209.7078,1.2398,6.0749,1209.6774,0.0744,4.7846,0.0304,91.9736,91.9736,-0.02561613,-0.41967796,-0.06266008,-0.02553764,0.0262069,-0.07970764,-0.76829268,-0.00690722,-0.00991553,-0.00690722
sh600519,14.7549,36.18,189.9753,9.158168,8.891467,8.9276,0.1807,45390247623.82,19.0252,10.4435,17.89,91093762553.97,45402962298.1,1.0945,152.5645,52.5641,14.7712,7.260332,5.247426,5.2316,18540363920.92,7.4669,3.4309,6.97,39650311970.2,18555488059.34,49.5304,-0.19478613,0.09008738,0.09182587,-0.47840587,-0.4402315,-0.43920349,-0.22810765,0.08927624,-0.00266826,-0.64176806,0.01474759,0.09158168,0.08891467,0.0,0.10289132,-0.00256171,-0.3088527,-0.3193906,-0.54611408,-0.55036055,-0.30948066,-0.31656217,-0.51075207,-0.36172161,-0.2292447,-0.30885535,-0.09763434,0.05247707,-0.57174036,-0.67406567,-0.67604387,0.05231607,-0.02947866,-0.84290175,-0.01274788,0.07260332,0.05247426,-0.02113254,2025-06-30,2025-09-13,1264.9905,1.2732,5.7297,1264.9332,0.1423,4.4277,0.0573,91.2993,90.4197,0.00701861,0.05949904,0.25337971,0.00702735,-0.00697837,0.2208956,-0.15486726,-0.00502396,-0.01689507,-0.00287383
sh600519,12.8088,51.53,205.2831,6.320002,6.245845,6.42,0.1518,64680616431.2,25.1398,30.502,24.64,130903889634.88,64626746712.18,1.098,168.3942,52.0801,15.3511,0.349746,0.480052,0.9515,19290368807.38,7.756,20.0585,6.75,39810127080.91,19223784414.08,50.9726,-0.06014602,0.06422966,0.08483781,-0.62620874,-0.58465258,-0.57418585,-0.07664234,0.06419977,-0.01755442,-0.13743079,-0.05557685,0.06320002,0.06245845,0.00319781,0.09659127,-0.00208091,0.03925883,-0.95182782,-0.90851667,-0.81812447,0.04045254,0.03871754,4.84642514,-0.03156385,0.00403061,0.0360161,0.02911747,0.00795141,-0.97752754,-0.96372827,-0.928359,0.00951539,-0.07512521,2.23060445,-0.20212766,0.00349746,0.00480052,-0.00272734,2025-09-30,2025-11-14,1330.0961,1.472,6.6193,1330.0493,0.203,5.0555,0.0468,91.2934,91.2798,0.06450234,-0.07328129,0.07510273,0.06453202,-0.06062008,0.03047289,-0.40609137,-0.0026002,0.00951231,0.0025393
sh600519,16.4154,65.66,195.3554,-1.200097,-4.532255,-4.5776,0.2039,82293107655.25,33.6498,49.1285,32.53,172054171890.91,82320067101.68,0.0013,153.2458,50.5279,14.129,-19.347216,-30.342888,-30.829,17612491224.05,7.0532,18.6265,7.89,41150282256.03,17693320389.5,45.5907,-0.13806393,-0.04341492,0.05276165,-1.07661507,-1.29468563,-1.297856,-0.16502867,-0.0457764,-0.09032467,-0.33254762,-0.09689062,-0.01200097,-0.04532255,-0.99881224,0.05317421,-0.03339174,-0.07960993,-56.31790499,-64.20750252,-33.40042039,-0.08698007,-0.09061372,-0.07139118,0.16888889,0.03366367,-0.07961305,-0.10558418,-0.30124331,-2.51521376,-2.87208335,-2.91837166,-0.30829046,-0.34632067,-0.51295883,-0.20543807,-0.19347216,-0.30342888,-0.13123173,2025-12-31,2026-04-30,1399.168,1.0427,5.09,1399.145,0.2573,3.309,0.023,91.1796,90.8175,0.06368876,-0.04304332,0.14276734,0.06373888,-0.05991962,-0.04579272,-0.72488038,-0.00817568,-0.00506465,-0.0223608
sh600519,12.1227,21.76,216.3223,6.336009,1.471418,1.4529,0.1432,27239985194.41,10.0565,21.4889,10.57,54702912385.23,27242512886.45,0.0013,175.0003,52.2245,21.7545,6.336009,1.471418,1.4529,27239985194.41,10.5687,21.4889,10.57,54702912385.23,27242512886.45,52.2245,-0.14284805,0.01777362,0.05181106,-0.40603994,-0.87272695,-0.87512785,-0.1625731,0.01452898,-0.0322472,2.06432707,-0.03205128,0.06336009,0.01471418,-0.99881224,0.04865637,-0.04855209,0.53970557,1.32748944,1.04849301,1.0471277,0.54662874,0.49842625,0.15367353,0.33967047,0.32934477,0.53970607,0.14550775,0.01789725,-0.40603994,-0.87272695,-0.87512785,0.01452898,-0.03265754,2.06432707,-0.03205128,0.06336009,0.01471418,-0.04855209,2026-03-31,2026-05-15,995.6044,1.2711,7.0607,995.5752,0.0904,5.4299,0.0292,89.7592,89.7592,-0.1769877,0.02524601,0.16227428,-0.17699115,0.21505376,0.13487021,-0.03947368,-0.02407647,-0.01165304,-0.02407647
sz300750,82.7241,0.7755,0.89,557.934311,1609.937581,6619.4675,5.7229,880095700.0,74.234,0.47,130.37,5702884874.34,930646375.1,0.7842,0.7996,16.6684,,,,,,,,,,,,-0.06350888,,-0.30706945,,,,-0.42114579,66.1946754,2.5037523,1.67674586,4.49620573,5.57934311,16.09937581,,2.21511862,1.60025272,,,,,,,,,,,,,,,,,,,,,,,2015-12-31,2016-04-29,156.9213,0.7785,1.029,69.6338,5.1699,0.7785,87.2875,38.6415,,-0.52283643,0.58038977,-0.49097205,-0.6010176,1.50637514,0.58038977,-0.43442542,0.5015913,,
sz300750,44.7637,1.8736,8.42,160.902779,206.434484,216.6078,0.8262,2786451300.0,18.4123,1.15,69.55,14878985098.12,2851821419.26,18.9273,4.8349,19.6145,,,,,,,,,,,,-0.45887958,1.41598968,8.46067416,-0.71160982,-0.87177485,-0.96727716,-0.85563263,2.16607762,-0.75196945,1.44680851,-0.46651837,1.60902779,2.06434484,23.13580719,5.04664832,0.17674762,,,,,,,,,,,,,,,,,,,,,,,2016-12-31,2017-04-30,169.0677,1.0345,2.1371,51.6011,6.9766,1.035,117.4666,43.7004,,0.07740441,0.32883751,1.07687075,-0.25896476,0.34946517,0.32947977,0.34574366,0.13091883,,
sz300750,,-0.0189,,,,,,-129323000.0,,,-0.07,1454385691.84,-11687915.1,,,1.1342,,,,,-129323000.0,,,-0.07,1454385691.84,-11687915.1,1.1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31,2017-05-15,,,,,,,,37.7566,37.7566,,,,,,,,,,
sz300750,43.3657,0.9499,11.58,,,,0.7833,556443000.0,8.2041,-0.32,10.79,6294695149.0,1811112197.17,7.7094,2.5534,32.1023,0.9557,,,,685766000.0,8.2557,,10.86,4840309457.16,1822800112.27,41.4074,,,,,,,,,,,,,,,,,,,,,6.30273811,,,156.14285714,2.3280783,156.95596791,35.50802328,,,,,,,,,,,,2017-06-30,2017-09-13,312.0283,0.7599,1.8576,121.5723,1.4806,0.7599,190.456,37.4934,37.4143,,,,,,,,,-0.00906596,
sz300750,,1.33,,,,,,,,,,11970899899.45,2570510205.15,,,23.6514,,,,,,,,,5676204750.45,759398007.98,15.087,,,,,,,,,,,,,,,,,,,,,,,,,0.1726946,-0.58338931,-0.63564484,,,,,,,,,,,,2017-09-30,2017-11-14,,,,,,,,35.6969,33.7046,,,,,,,,,-0.09915193,
sz300750,46.6981,2.0084,12.63,34.396672,35.981687,-14.7418,0.9389,2375677800.0,15.6993,1.2,18.99,19996860806.33,3877954869.7,7.8532,3.327,20.9736,0.6687,,,,,5.293,,,8025960906.88,1307444664.55,16.9795,0.04321359,0.07194705,0.5,-0.78622699,-0.82569924,-1.06805757,0.13640765,-0.14741815,-0.14734715,0.04347826,-0.72695902,0.34396672,0.35981687,-0.58508609,-0.31187822,0.06929058,,,,,,,,,0.41396607,0.72168567,0.12543912,,,,,,,,,,,,2017-12-31,2018-04-30,195.6268,1.4869,1.8465,67.4992,5.3334,1.4877,128.1276,36.2891,37.1723,0.15709151,0.43731271,-0.13597866,0.30809615,-0.2355302,0.4373913,0.09075771,-0.16959341,0.10288507,
sz300750,43.5814,0.21,12.8569,155.203365,3636.53458,308.0603,0.8291,269069800.0,1.6443,-1.6724,1.66,3711641230.77,413347159.22,7.8634,3.5384,12.643,0.2114,155.203365,3636.53458,308.0603,269069800.0,1.6587,-1.6724,1.66,3711641230.77,413347159.22,12.643,,12.11111111,,,,,,3.08060283,,,24.71428571,1.55203365,36.3653458,,,10.14706401,-0.68386421,,,,,-0.68662384,,,-0.53754556,-0.68385113,-0.25539621,,,,,3.08060283,,,24.71428571,1.55203365,36.3653458,10.14706401,2018-03-31,2018-05-15,301.0769,1.6162,2.0528,135.7876,0.6628,1.6162,165.2893,32.7618,32.7618,,,,,,,,-0.13228945,-0.11865018,-0.13228945
sz300750,40.7975,0.4659,14.1863,48.689975,-49.701941,36.5484,0.734,697243613.26,2.9558,0.4872,3.63,9359580668.12,910954288.0,9.4457,3.4136,11.431,0.2291,16.685503,-72.700949,-33.0919,428173813.26,1.7785,2.1596,1.97,5647939437.35,497607128.78,10.6345,-0.05922192,-0.50952732,0.22506908,,,,-0.06293885,0.2530369,-0.63971673,2.5225,-0.66357739,0.48689975,-0.49701941,0.22521856,0.33688415,-0.64391959,0.08372753,-0.89249265,-1.01999182,-1.1074202,0.5913113,0.07222524,2.29131787,0.18674699,0.52168248,0.20384795,-0.15886261,-0.76028042,,,,-0.37562694,-0.78457308,,-0.81860037,0.16685503,-0.72700949,-0.74317393,2018-06-30,2018-09-13,265.2104,1.8344,2.3487,116.671,1.5428,1.8358,148.5394,31.2836,30.3122,-0.15004376,1.41400184,0.26437339,-0.04031593,0.04201,1.41584419,-0.22008548,-0.16562382,-0.07477001,-0.18982314
