statDate,rank_ic,pearson_ic,n
2023-03-31,0.586778809066859,0.6356374610188348,1459
2023-06-30,0.5766132759204412,0.6219876280783354,1534
2023-09-30,0.5125147527804361,0.5675650587052254,1504
2023-12-31,0.5119213787638073,0.5570356955973559,1568
2024-03-31,0.5577446520129018,0.5915525981334003,1547
2024-06-30,0.524843993730312,0.5690551587562708,1610
2024-09-30,0.520871132578316,0.5666984736203984,1575
2024-12-31,0.47471571685766195,0.5448007113403794,1627
2025-03-31,0.5314245845890813,0.5722452469718413,1617
