statDate,rank_ic,pearson_ic,n
2023-03-31,0.6218559216011653,0.6654288585721572,1459
2023-06-30,0.6037016119862846,0.6497027560705487,1534
2023-09-30,0.5335348317996085,0.5879778094307463,1504
2023-12-31,0.5186030618831462,0.5701369665881001,1568
2024-03-31,0.559702030437152,0.6024296264730985,1547
2024-06-30,0.5237864484313858,0.57056543186001,1610
2024-09-30,0.5272798518590868,0.5823281069117178,1575
2024-12-31,0.4794200041627562,0.55692604415819,1627
2025-03-31,0.5116102523069844,0.5574606121566316,1617
